Source Target Weight
410407 361776 2
410407 108136 2
410407 85795 2
410407 175240 2
410407 2415608 2
410407 10483 2
410407 107580 2
410407 432077 2
410407 29588 2
410407 262930 2
410407 362750 2
410407 238258 2
410407 312791 2
410407 384428 2
410407 199294 2
410407 132370 2
410407 48041 2
410407 334426 2
410407 434479 2
410407 177285 2
410407 255184 2
410407 149841 2
410407 295820 2
410407 461169 2
410407 274857 2
410407 344699 2
410407 425122 2
410407 118674 2
410407 191499 2
67095 179065 2
67095 260708 2
67095 155015 2
67095 54572 2
67095 282441 2
67095 179792 2
67095 101863 2
67095 129480 2
67095 146417 2
67095 346931 2
67095 452564 2
67095 167543 2
67095 205136 2
67095 128303 2
67095 307237 2
67095 125561 2
67095 241616 2
67095 335767 2
67095 221688 2
67095 75147 2
67095 393466 2
67095 111564 2
67095 268798 2
67095 307133 2
67095 367765 2
67095 440691 2
67095 65031 2
67095 57340 2
67095 291668 2
67095 415871 2
67095 339387 2
67095 269301 2
67095 359563 2
67095 127396 2
67095 42659 2
67095 26672 2
67095 29995 2
67095 110984 2
67095 100254 2
67095 352886 2
67095 164234 2
67095 142751 2
67095 430083 2
67095 63052 2
67095 229695 2
67095 303067 2
67095 10483 2
67095 71106 2
67095 262657 2
67095 410014 2
67095 363679 2
67095 77103 2
67095 443388 2
67095 456875 2
67095 143450 2
67095 445495 2
67095 474938 2
67095 347640 2
67095 371569 2
67095 162011 2
67095 140865 2
67095 142709 2
67095 454690 2
67095 44601 2
67095 136299 2
67095 36944 2
67095 525289 2
67095 352901 2
67095 171502 2
67095 300364 2
67095 16456 2
67095 203215 2
67095 560196 2
67095 564039 2
67095 8496 2
67095 446693 2
67095 334398 2
67095 156235 2
67095 131020 2
67095 445262 2
67095 168093 2
67095 290222 2
67095 41781 2
67095 3721 2
67095 51566 2
67095 73148 2
67095 47423 2
67095 86477 2
67095 448562 2
67095 448698 2
67095 262928 2
67095 449294 2
67095 247715 2
67095 132684 2
67095 499915 2
67095 28085 2
67095 136357 2
67095 154927 2
67095 258870 2
67095 442933 2
67095 92624 2
67095 367252 2
67095 393438 2
67095 45929 2
67095 69253 2
67095 182271 2
67095 452212 2
67095 207128 2
67095 84265 2
67095 466789 2
67095 378537 2
67095 31758 2
67095 465172 2
67095 39557 2
67095 175952 2
67095 254747 2
67095 249312 2
67095 148200 2
67095 424661 2
67095 431753 2
67095 400279 2
67095 73141 2
67095 442112 2
67095 404078 2
67095 424263 2
67095 356644 2
179065 415173 2
179065 45434 2
179065 378704 2
179065 37054 2
179065 131020 2
179065 409789 2
179065 38951 2
179065 319530 2
179065 363679 2
179065 76444 2
179065 11786 2
179065 63391 2
179065 347640 2
179065 194038 2
179065 117618 2
179065 60879 2
179065 431388 2
179065 127616 2
179065 453356 2
179065 813821 2
179065 260299 2
179065 1321818 2
179065 445262 2
179065 492860 2
179065 268798 2
179065 425760 2
179065 193037 2
179065 442071 2
179065 419290 2
179065 470203 2
179065 420376 2
179065 76244 2
179065 12893 2
179065 364545 2
179065 221110 2
179065 251913 2
179065 23046 2
179065 835 2
372655 235788 2
372655 240893 2
372655 242125 2
372655 278853 2
372655 104777 2
372655 1805078 2
372655 382466 2
372655 423685 2
372655 146930 2
372655 116339 2
372655 334156 2
372655 342626 2
372655 226508 2
372655 222140 2
119192 233664 2
360184 420554 2
360184 132091 2
360184 300773 2
360184 50704 2
360184 8284 2
360184 233664 2
360184 353968 2
360184 339513 2
360184 385589 2
360184 317331 2
360184 479508 2
360184 205649 2
360184 225990 2
360184 13831 2
360184 424661 2
360184 89212 2
330019 157247 2
330019 58465 2
330019 461022 2
330019 399015 2
330019 151821 2
330019 411973 2
330019 343967 2
330019 25614 2
330019 175952 2
330019 231285 2
330019 171428 2
330019 431753 2
330019 344662 2
330019 291668 2
330019 430083 2
330019 300857 2
330019 38951 2
330019 263045 2
330019 436552 2
330019 175540 2
118674 307454 2
118674 265449 2
118674 379133 2
118674 435353 2
118674 11786 2
118674 193336 2
118674 117352 2
118674 45434 2
118674 52548 2
118674 47423 2
118674 95440 2
118674 217859 2
118674 367433 2
118674 329338 2
118674 377144 2
118674 236133 2
118674 18584 2
118674 144028 2
118674 354763 2
118674 241656 2
118674 42323 2
118674 163302 2
118674 330451 2
118674 246744 2
118674 336353 2
118674 431768 2
118674 433847 2
118674 645809 2
118674 3241886 2
118674 257697 2
118674 292142 2
118674 379356 2
118674 135455 2
118674 110603 2
118674 22348 2
118674 43211 2
118674 237463 2
118674 229917 2
118674 104373 2
118674 144050 2
118674 415849 2
118674 333029 2
118674 441832 2
118674 95891 2
118674 340425 2
118674 34567 2
118674 199209 2
118674 12893 2
118674 129124 2
118674 469142 2
118674 258848 2
118674 279011 2
118674 269553 2
118674 148937 2
118674 247018 2
118674 342634 2
118674 456559 2
118674 333119 2
118674 344144 2
118674 33949 2
118674 448562 2
118674 200581 2
118674 109407 2
118674 73253 2
118674 61537 2
118674 393249 2
118674 307882 2
118674 413092 2
118674 52277 2
118674 372220 2
118674 59945 2
118674 388306 2
118674 108136 2
118674 198806 2
118674 97260 2
118674 77055 2
118674 289030 2
118674 77810 2
118674 446223 2
118674 389495 2
118674 412313 2
118674 226404 2
118674 375980 2
118674 455051 2
118674 158996 2
118674 70290 2
118674 16400 2
118674 16722 2
118674 132901 2
118674 47642 2
118674 189340 2
118674 63109 2
118674 269884 2
118674 399338 2
118674 175004 2
118674 117618 2
118674 264960 2
118674 366697 2
118674 332845 2
118674 313864 2
118674 163335 2
118674 409565 2
118674 191968 2
118674 289262 2
118674 183903 2
118674 254687 2
118674 245608 2
118674 303342 2
118674 201775 2
118674 187565 2
118674 40871 2
118674 70433 2
118674 136299 2
118674 132684 2
118674 232899 2
118674 452717 2
118674 313630 2
118674 222226 2
118674 78039 2
118674 316115 2
118674 271067 2
118674 423113 2
118674 57123 2
118674 42731 2
118674 458026 2
118674 235541 2
118674 105832 2
118674 431388 2
118674 25614 2
118674 440846 2
118674 344598 2
118674 110268 2
118674 1380389 2
118674 412863 2
118674 330460 2
118674 359563 2
118674 146492 2
118674 371185 2
118674 46174 2
118674 120756 2
118674 331317 2
118674 157163 2
118674 452483 2
118674 130578 2
118674 313989 2
118674 295855 2
118674 221688 2
118674 339387 2
118674 155015 2
118674 310066 2
118674 132073 2
118674 44733 2
118674 2788 2
118674 122004 2
118674 376074 2
118674 112050 2
118674 463326 2
118674 32789 2
118674 277162 2
118674 234215 2
118674 141260 2
118674 200952 2
118674 413301 2
118674 274821 2
118674 192300 2
118674 445262 2
118674 289040 2
118674 127671 2
118674 206938 2
118674 94553 2
118674 93202 2
118674 245438 2
118674 208338 2
118674 251512 2
118674 342659 2
118674 443931 2
118674 134599 2
118674 324233 2
118674 330994 2
118674 142738 2
118674 268984 2
118674 21690 2
118674 335767 2
118674 246331 2
118674 204666 2
118674 291668 2
118674 191072 2
118674 393466 2
118674 227024 2
118674 413812 2
118674 140030 2
118674 243806 2
118674 213658 2
118674 205877 2
118674 225990 2
118674 261482 2
118674 320928 2
118674 164469 2
118674 183973 2
118674 106244 2
118674 370784 2
118674 278208 2
118674 142835 2
118674 393438 2
118674 290672 2
118674 182271 2
118674 353181 2
118674 452212 2
118674 84265 2
118674 466789 2
118674 409750 2
118674 383206 2
118674 206615 2
118674 411973 2
118674 257279 2
118674 294802 2
118674 165457 2
118674 218358 2
118674 41249 2
118674 81447 2
118674 452129 2
118674 63052 2
118674 101913 2
118674 48318 2
118674 374487 2
118674 107911 2
118674 388066 2
118674 367587 2
118674 150266 2
118674 39273 2
118674 75147 2
118674 179358 2
118674 441708 2
118674 312423 2
118674 307354 2
118674 460211 2
118674 331149 2
118674 16456 2
118674 32338 2
118674 138719 2
118674 257331 2
259708 307454 2
259708 409565 2
259708 343967 2
259708 331317 2
259708 274371 2
259708 397163 2
259708 237413 2
259708 144028 2
259708 442933 2
259708 81015 2
259708 433847 2
259708 453675 2
259708 1854034 2
259708 3241886 2
259708 443282 2
259708 364889 2
259708 124399 2
259708 36459 2
259708 333029 2
259708 361111 2
259708 184935 2
259708 73834 2
259708 208285 2
259708 136299 2
259708 117072 2
259708 103037 2
259708 372220 2
259708 59945 2
259708 87098 2
259708 340759 2
259708 57123 2
259708 423113 2
259708 310066 2
259708 416025 2
259708 142709 2
259708 261404 2
259708 350259 2
259708 184933 2
259708 119790 2
259708 310344 2
259708 410014 2
259708 171404 2
259708 97260 2
259708 386382 2
259708 164950 2
259708 129124 2
259708 291282 2
259708 39439 2
259708 503555 2
259708 455051 2
259708 158996 2
259708 70290 2
259708 49053 2
259708 59023 2
259708 206515 2
259708 132901 2
259708 15585 2
259708 243266 2
259708 377144 2
259708 241656 2
259708 289030 2
259708 411677 2
259708 91502 2
259708 290579 2
259708 229728 2
259708 34567 2
259708 127478 2
259708 150086 2
259708 235541 2
259708 8366 2
259708 221688 2
259708 182449 2
259708 173713 2
259708 127857 2
259708 109407 2
259708 44733 2
259708 412277 2
259708 309545 2
259708 420376 2
259708 232899 2
259708 278553 2
259708 38333 2
259708 336464 2
259708 441426 2
259708 105832 2
259708 49479 2
259708 67030 2
259708 334398 2
259708 353181 2
259708 82030 2
259708 302017 2
259708 432189 2
259708 263853 2
259708 55691 2
259708 289262 2
259708 262928 2
259708 151000 2
259708 42123 2
259708 299309 2
259708 295855 2
259708 443920 2
259708 54572 2
259708 177558 2
259708 225169 2
259708 463326 2
259708 234215 2
259708 364545 2
259708 440849 2
259708 445262 2
259708 206938 2
259708 434434 2
259708 436202 2
259708 11132 2
259708 300745 2
259708 81415 2
259708 331149 2
259708 277733 2
259708 75147 2
259708 354763 2
259708 355831 2
259708 166740 2
259708 213658 2
259708 359917 2
259708 202328 2
259708 307743 2
259708 332997 2
259708 191495 2
259708 160056 2
259708 263269 2
259708 1610958 2
259708 367252 2
259708 835 2
259708 60283 2
259708 142835 2
259708 80395 2
259708 393438 2
259708 290672 2
259708 45929 2
259708 226972 2
259708 69253 2
259708 454077 2
259708 237794 2
259708 371006 2
259708 182271 2
259708 452212 2
259708 84265 2
259708 466789 2
259708 468935 2
259708 493464 2
259708 1504885 2
259708 284489 2
259708 40320 2
259708 154721 2
259708 175952 2
259708 376282 2
259708 118320 2
259708 303356 2
259708 149983 2
259708 38259 2
259708 24964 2
259708 89011 2
259708 48041 2
259708 222218 2
259708 667801 2
259708 446066 2
259708 1443854 2
259708 339387 2
259708 154669 2
259708 473583 2
259708 418579 2
259708 305031 2
259708 397025 2
259708 15150 2
259708 393918 2
259708 246331 2
259708 373180 2
259708 112268 2
259708 326322 2
259708 72314 2
259708 380880 2
259708 750337 2
259708 188577 2
259708 375274 2
259708 140874 2
259708 258870 2
259708 424661 2
259708 229695 2
259708 330083 2
259708 444960 2
259708 344568 2
259708 330994 2
259708 195490 2
259708 481323 2
259708 7300 2
259708 424900 2
259708 79975 2
259708 390241 2
259708 264960 2
259708 431388 2
259708 463296 2
259708 74844 2
259708 506382 2
259708 46716 2
454904 60283 2
454904 422140 2
454904 6692 2
454904 183487 2
454904 55566 2
454904 384173 2
454904 100207 2
454904 379133 2
454904 89060 2
454904 136299 2
454904 392709 2
454904 198067 2
454904 410617 2
454904 165925 2
454904 163302 2
454904 443931 2
454904 431753 2
454904 446723 2
454904 46174 2
454904 207710 2
454904 455503 2
454904 151821 2
454904 330994 2
454904 363459 2
454904 2570623 2
454904 489562 2
454904 148200 2
454904 424212 2
454904 274104 2
454904 273632 2
454904 251512 2
454904 212992 2
454904 356644 2
454904 314669 2
454904 124085 2
454904 187565 2
454904 328467 2
454904 344662 2
454904 418467 2
454904 143450 2
454904 242407 2
454904 456729 2
454904 106572 2
454904 97260 2
454904 373447 2
454904 179789 2
454904 76444 2
454904 215404 2
454904 98828 2
454904 106848 2
454904 15727 2
454904 105318 2
454904 286994 2
454904 148978 2
454904 401025 2
454904 360760 2
454904 271415 2
454904 122004 2
454904 257312 2
454904 461022 2
454904 169181 2
454904 130578 2
454904 269884 2
454904 189526 2
454904 142835 2
454904 303731 2
454904 108656 2
454904 302017 2
454904 50623 2
454904 97310 2
454904 426297 2
454904 105832 2
454904 308499 2
454904 151000 2
454904 95016 2
454904 171502 2
454904 75165 2
454904 442763 2
454904 411909 2
454904 412150 2
454904 503558 2
454904 331317 2
454904 353181 2
454904 3721 2
454904 73253 2
454904 131020 2
454904 55691 2
454904 36022 2
454904 1380389 2
454904 336115 2
454904 458730 2
454904 149796 2
454904 120756 2
454904 125691 2
454904 65794 2
454904 404151 2
454904 375489 2
454904 362284 2
454904 463510 2
454904 192300 2
454904 47423 2
454904 73148 2
454904 28085 2
454904 188038 2
454904 289040 2
454904 413812 2
454904 369605 2
454904 204693 2
454904 182814 2
454904 443282 2
454904 62811 2
454904 109407 2
454904 375893 2
454904 262905 2
454904 146492 2
454904 296044 2
454904 206615 2
454904 180811 2
454904 100792 2
454904 424225 2
454904 370396 2
454904 74844 2
454904 248255 2
454904 222535 2
454904 359421 2
454904 74389 2
454904 265710 2
454904 114078 2
454904 106401 2
454904 336816 2
454904 116368 2
454904 18584 2
454904 359780 2
454904 253456 2
454904 451306 2
454904 409789 2
454904 46594 2
454904 379018 2
454904 87248 2
454904 446066 2
454904 329368 2
454904 147054 2
454904 458936 2
454904 121482 2
454904 456098 2
171130 254747 2
171130 378704 2
171130 34567 2
171130 12893 2
171130 37054 2
171130 131020 2
171130 98521 2
171130 336984 2
171130 360965 2
171130 28085 2
171130 2042 2
171130 171878 2
171130 303731 2
171130 456559 2
171130 129679 2
171130 256260 2
171130 166222 2
171130 97310 2
171130 161459 2
171130 251913 2
171130 38797 2
171130 166484 2
171130 314341 2
171130 442933 2
171130 167840 2
171130 154056 2
171130 158876 2
171130 451384 2
171130 474189 2
171130 158633 2
171130 45434 2
171130 68457 2
171130 51584 2
171130 241913 2
171130 465703 2
171130 141814 2
171130 44733 2
171130 75844 2
171130 381674 2
171130 44848 2
171130 420376 2
171130 252668 2
171130 249312 2
331059 307454 2
331059 100254 2
331059 47423 2
331059 290420 2
331059 150887 2
331059 306490 2
331059 410617 2
331059 395753 2
331059 269301 2
331059 300214 2
331059 166740 2
331059 363679 2
331059 193336 2
331059 176002 2
331059 203668 2
331059 41781 2
331059 189005 2
331059 182814 2
331059 289030 2
331059 354849 2
331059 251512 2
331059 270691 2
331059 142709 2
331059 413505 2
331059 447411 2
331059 163446 2
331059 425760 2
331059 456559 2
331059 47684 2
331059 256260 2
331059 75082 2
331059 166222 2
331059 46012 2
331059 114908 2
331059 74389 2
331059 140865 2
331059 359563 2
331059 122004 2
331059 103884 2
331059 201775 2
331059 3721 2
331059 442933 2
331059 59280 2
331059 11786 2
331059 470203 2
331059 70290 2
331059 84001 2
331059 340136 2
331059 391116 2
331059 15718 2
331059 420640 2
331059 63177 2
331059 385634 2
331059 19050 2
331059 257331 2
331059 75062 2
331059 46127 2
331059 353181 2
331059 443931 2
331059 100792 2
331059 452312 2
331059 330460 2
331059 10660 2
331059 370013 2
331059 194839 2
331059 415173 2
331059 229096 2
331059 503558 2
331059 339845 2
331059 417490 2
331059 63536 2
331059 289040 2
331059 147200 2
331059 127671 2
331059 307354 2
331059 76444 2
331059 116368 2
331059 376074 2
331059 199843 2
331059 286389 2
331059 117072 2
331059 128870 2
331059 314119 2
331059 292192 2
331059 449294 2
331059 94927 2
331059 226972 2
331059 328446 2
331059 133739 2
331059 397570 2
331059 317264 2
331059 440237 2
331059 409789 2
331059 136056 2
331059 374764 2
331059 350568 2
331059 233416 2
331059 115897 2
331059 463510 2
331059 313989 2
331059 171502 2
331059 451306 2
331059 46174 2
331059 44733 2
331059 222535 2
331059 298645 2
174872 306490 2
174872 434479 2
174872 75844 2
174872 16479 2
174872 165925 2
174872 46012 2
174872 269301 2
174872 187565 2
174872 97260 2
174872 13104 2
174872 171878 2
174872 201775 2
174872 40871 2
174872 85648 2
174872 146649 2
174872 129679 2
174872 238392 2
174872 292192 2
174872 353181 2
174872 221110 2
174872 46716 2
174872 367252 2
174872 835 2
174872 231285 2
174872 60283 2
174872 142835 2
174872 80395 2
174872 465703 2
174872 393438 2
174872 290672 2
174872 17077 2
174872 114908 2
174872 45929 2
174872 226972 2
174872 58281 2
174872 69253 2
174872 19111 2
174872 454077 2
174872 237794 2
174872 371006 2
174872 182271 2
174872 452212 2
174872 84265 2
174872 466789 2
174872 378537 2
174872 11786 2
265751 384173 2
265751 100207 2
265751 488080 2
265751 213105 2
265751 142709 2
265751 89060 2
265751 16400 2
265751 394135 2
265751 270120 2
265751 216989 2
265751 228274 2
265751 662133 2
265751 212992 2
265751 314669 2
265751 124085 2
265751 97260 2
265751 74759 2
265751 139983 2
265751 58281 2
265751 65592 2
265751 456559 2
265751 256260 2
265751 166222 2
265751 336860 2
265751 570185 2
265751 114908 2
265751 441426 2
265751 270691 2
265751 375980 2
265751 271245 2
265751 116368 2
265751 5170 2
265751 438270 2
265751 132901 2
265751 140865 2
265751 286994 2
265751 119923 2
265751 148978 2
265751 208867 2
265751 465172 2
265751 286558 2
265751 229728 2
265751 3721 2
265751 191968 2
265751 378537 2
265751 92624 2
265751 226972 2
265751 201775 2
265751 409789 2
265751 187565 2
265751 40871 2
265751 120756 2
265751 426297 2
265751 257312 2
265751 110603 2
265751 150086 2
265751 257331 2
265751 46127 2
265751 330460 2
265751 55691 2
265751 46174 2
265751 103884 2
265751 377144 2
265751 381363 2
265751 420640 2
265751 312693 2
265751 242407 2
265751 376074 2
265751 445262 2
265751 183487 2
265751 39069 2
265751 499915 2
265751 362393 2
265751 221110 2
265751 378704 2
265751 39911 2
265751 73148 2
265751 222615 2
265751 167840 2
265751 446555 2
265751 340189 2
265751 2673 2
265751 166740 2
265751 318339 2
265751 4048 2
265751 131020 2
265751 344662 2
265751 171502 2
265751 350568 2
265751 461022 2
265751 46063 2
265751 151702 2
265751 440273 2
265751 114078 2
265751 465703 2
265751 442933 2
132873 307454 2
132873 185880 2
132873 182337 2
132873 354849 2
132873 254712 2
132873 358295 2
132873 58791 2
132873 16400 2
132873 136299 2
132873 432414 2
132873 54385 2
132873 95440 2
132873 148200 2
132873 10660 2
132873 75165 2
132873 364545 2
132873 344144 2
132873 33949 2
132873 109407 2
132873 73253 2
132873 45434 2
132873 65592 2
132873 308499 2
132873 198806 2
132873 97260 2
132873 456559 2
132873 75082 2
132873 143450 2
132873 88905 2
132873 570185 2
132873 803914 2
132873 435347 2
132873 1321818 2
132873 130578 2
132873 440293 2
132873 74389 2
132873 463510 2
132873 161156 2
132873 375980 2
132873 455051 2
132873 449294 2
132873 314669 2
132873 438270 2
132873 132901 2
132873 40871 2
132873 269884 2
132873 167840 2
132873 59280 2
132873 422140 2
132873 313630 2
132873 227024 2
132873 74844 2
132873 290222 2
132873 426297 2
132873 100792 2
132873 75062 2
132873 319649 2
132873 82030 2
132873 296964 2
132873 371185 2
132873 170835 2
132873 350867 2
132873 355831 2
132873 243446 2
132873 330460 2
132873 412150 2
132873 342040 2
132873 293034 2
132873 361361 2
132873 262657 2
132873 344662 2
132873 158876 2
132873 140865 2
132873 443640 2
132873 223490 2
132873 140245 2
132873 270120 2
132873 18584 2
132873 465542 2
132873 276897 2
132873 46174 2
132873 447411 2
132873 103884 2
132873 377144 2
132873 381363 2
132873 420640 2
132873 467746 2
132873 318245 2
132873 142709 2
132873 117618 2
132873 458642 2
132873 247997 2
132873 179329 2
132873 231678 2
132873 144209 2
132873 127857 2
132873 301512 2
132873 251512 2
132873 137288 2
132873 293996 2
132873 404151 2
132873 124085 2
132873 314119 2
132873 434479 2
132873 191699 2
132873 442112 2
132873 236843 2
132873 160267 2
132873 101863 2
132873 300745 2
132873 318339 2
132873 191495 2
132873 300988 2
132873 359421 2
132873 53392 2
132873 418818 2
132873 300364 2
132873 229096 2
132873 340636 2
132873 471673 2
132873 25614 2
132873 139983 2
132873 176002 2
132873 55691 2
132873 440273 2
132873 407018 2
132873 165925 2
132873 759381 2
132873 434434 2
132873 152496 2
132873 171172 2
132873 75238 2
132873 417490 2
132873 214398 2
132873 45245 2
100254 58281 2
100254 76244 2
100254 19111 2
100254 415871 2
100254 269301 2
100254 431388 2
100254 31906 2
100254 448698 2
100254 331317 2
100254 453052 2
100254 203910 2
100254 161459 2
100254 38951 2
100254 91645 2
100254 202202 2
100254 319649 2
100254 343831 2
100254 442405 2
100254 233664 2
100254 361391 2
100254 397131 2
100254 542950 2
100254 202942 2
100254 155296 2
100254 38797 2
100254 199992 2
100254 235072 2
100254 117072 2
100254 328567 2
100254 322388 2
100254 461022 2
100254 187565 2
100254 442933 2
100254 17077 2
100254 150887 2
100254 286558 2
33132 248129 2
33132 369857 2
33132 93396 2
98097 140865 2
98097 136357 2
98097 182814 2
98097 134599 2
98097 310066 2
98097 271220 2
254747 378704 2
254747 34567 2
254747 251913 2
254747 336816 2
254747 16479 2
254747 318877 2
254747 251481 2
254747 394628 2
254747 381363 2
254747 453052 2
254747 116368 2
246744 388702 2
246744 110984 2
246744 381166 2
246744 320385 2
246744 440899 2
246744 336353 2
246744 184933 2
246744 58465 2
246744 384791 2
246744 402953 2
246744 84317 2
246744 222226 2
246744 645809 2
246744 316115 2
246744 251002 2
246744 345242 2
246744 62791 2
246744 106181 2
246744 43089 2
246744 158041 2
246744 210210 2
246744 292021 2
246744 206184 2
246744 458592 2
490784 326432 2
490784 43857 2
490784 184656 2
490784 108136 2
490784 287929 2
490784 338395 2
490784 274898 2
490784 380545 2
490784 136299 2
490784 342626 2
490784 373314 2
490784 233664 2
490784 319009 2
490784 323159 2
490784 74599 2
275696 167142 2
275696 44601 2
122253 299540 2
122253 401531 2
122253 382439 2
122253 361793 2
122253 44601 2
122253 433923 2
122253 64073 2
122253 345158 2
122253 284000 2
122253 493912 2
122253 225990 2
122253 401787 2
65612 334156 2
65612 2098 2
65612 242415 2
65612 362863 2
334156 460605 2
334156 376202 2
334156 337342 2
334156 490130 2
334156 146930 2
334156 59878 2
334156 27542 2
334156 246375 2
334156 93080 2
334156 160726 2
334156 457969 2
334156 423416 2
334156 440636 2
334156 345685 2
334156 204423 2
334156 289936 2
334156 271714 2
334156 39080 2
334156 383934 2
334156 443170 2
334156 479508 2
334156 335813 2
334156 91789 2
334156 46969 2
334156 77505 2
334156 120790 2
334156 361793 2
334156 306423 2
334156 203761 2
334156 396253 2
334156 228480 2
334156 66367 2
334156 318929 2
334156 437223 2
334156 219992 2
334156 97283 2
334156 110728 2
334156 223583 2
334156 182798 2
334156 81305 2
2098 271355 2
2098 219992 2
2098 93080 2
2098 112274 2
2098 420349 2
2098 43152 2
2098 412373 2
2098 88861 2
2098 109138 2
2098 25120 2
2098 133899 2
2098 460605 2
2098 13588 2
2098 114004 2
202280 490130 2
202280 42548 2
202280 423416 2
202280 414911 2
202280 267422 2
202280 8076 2
202280 557967 2
202280 350680 2
202280 1868286 2
202280 96329 2
202280 55658 2
202280 240893 2
202280 163990 2
202280 271714 2
202280 72792 2
202280 440636 2
202280 383934 2
202280 188351 2
202280 479508 2
202280 44601 2
202280 46969 2
202280 166513 2
202280 766775 2
202280 85446 2
202280 212937 2
202280 77950 2
202280 77505 2
202280 27542 2
202280 300773 2
202280 149210 2
202280 112096 2
202280 167142 2
202280 94830 2
202280 107916 2
202280 248757 2
202280 107580 2
202280 154120 2
202280 424445 2
202280 29588 2
202280 596929 2
202280 98720 2
202280 317579 2
202280 312791 2
202280 436999 2
202280 7815 2
202280 687763 2
202280 491495 2
202280 402210 2
202280 300770 2
202280 86071 2
202280 461169 2
16897 109138 2
16897 258917 2
16897 318929 2
16897 175240 2
16897 304957 2
16897 384839 2
16897 194415 2
16897 430532 2
16897 180742 2
83322 267422 2
83322 314154 2
496435 353406 2
496435 317331 2
496435 198890 2
496435 387418 2
496435 220016 2
496435 251913 2
496435 264954 2
496435 326432 2
496435 300773 2
496435 95685 2
496435 204423 2
496435 452058 2
496435 382466 2
496435 271714 2
496435 30844 2
496435 63899 2
496435 39080 2
496435 430532 2
496435 304957 2
496435 13831 2
496435 64073 2
496435 348211 2
496435 19971 2
496435 36850 2
496435 443170 2
496435 335813 2
496435 147299 2
496435 492011 2
496435 384546 2
496435 220946 2
496435 13588 2
496435 37342 2
496435 77505 2
496435 93080 2
496435 121809 2
496435 10967 2
353406 452078 2
353406 416091 2
353406 192114 2
353406 220016 2
353406 323159 2
353406 249609 2
353406 440527 2
353406 223974 2
353406 226508 2
353406 464085 2
353406 325970 2
353406 36944 2
353406 300773 2
161459 420376 2
161459 163446 2
161459 455051 2
161459 158633 2
161459 313864 2
161459 420995 2
161459 3721 2
161459 98521 2
161459 35457 2
161459 5170 2
161459 208867 2
161459 449294 2
161459 442933 2
161459 448698 2
161459 140865 2
161459 443640 2
161459 87160 2
161459 76244 2
161459 19111 2
161459 432135 2
161459 193209 2
203910 357690 2
203910 185880 2
203910 100207 2
203910 379133 2
203910 435353 2
203910 330451 2
203910 416757 2
203910 318877 2
203910 432414 2
203910 128870 2
203910 41781 2
203910 314116 2
203910 305524 2
203910 333119 2
203910 49053 2
203910 28085 2
203910 432489 2
203910 87014 2
203910 311873 2
203910 451384 2
203910 146649 2
203910 270120 2
203910 173713 2
203910 382061 2
203910 182290 2
203910 470203 2
203910 359780 2
203910 339845 2
203910 353181 2
203910 82030 2
203910 94553 2
203910 120756 2
203910 416025 2
203910 228274 2
203910 334195 2
203910 449294 2
203910 115897 2
203910 70290 2
203910 82309 2
203910 261559 2
203910 432135 2
203910 45434 2
203910 25614 2
203910 105318 2
203910 202139 2
203910 492860 2
203910 442071 2
203910 290222 2
203910 445262 2
203910 16479 2
203910 314341 2
203910 6692 2
203910 447411 2
203910 2673 2
203910 40035 2
203910 206615 2
203910 313989 2
203910 46174 2
203910 318339 2
203910 300977 2
203910 8496 2
203910 46063 2
203910 336816 2
203910 268010 2
203910 183903 2
203910 380880 2
203910 123424 2
203910 234268 2
203910 300857 2
203910 456098 2
238392 291519 2
238392 432135 2
238392 12893 2
238392 242407 2
238392 295240 2
238392 200581 2
238392 300857 2
238392 128870 2
238392 16626 2
238392 198806 2
238392 163446 2
238392 441426 2
238392 158633 2
238392 410014 2
238392 116112 2
238392 51566 2
238392 269884 2
238392 183973 2
238392 442933 2
238392 15718 2
238392 3721 2
238392 440273 2
238392 249312 2
238392 54385 2
238392 150086 2
238392 97310 2
238392 319649 2
238392 460433 2
238392 803914 2
238392 151702 2
238392 425760 2
238392 503558 2
238392 482935 2
238392 442112 2
238392 91645 2
238392 363459 2
238392 319530 2
238392 298308 2
238392 292192 2
238392 188038 2
238392 27738 2
238392 376074 2
238392 199843 2
238392 418818 2
238392 413812 2
238392 18584 2
238392 417490 2
238392 357911 2
238392 133739 2
238392 283533 2
238392 29823 2
238392 222535 2
238392 289040 2
238392 367810 2
238392 375980 2
238392 354849 2
238392 420995 2
238392 301512 2
238392 447411 2
238392 293996 2
238392 420376 2
238392 46716 2
238392 214398 2
58281 311919 2
58281 54572 2
58281 344662 2
58281 128303 2
58281 40035 2
58281 180634 2
58281 241616 2
58281 335767 2
58281 217670 2
58281 67085 2
58281 65031 2
58281 42210 2
58281 415871 2
58281 253446 2
58281 411677 2
58281 63052 2
58281 91502 2
58281 229695 2
58281 258428 2
58281 128628 2
58281 261404 2
58281 148911 2
58281 10483 2
58281 378537 2
58281 257331 2
58281 16479 2
58281 404310 2
58281 453052 2
58281 394628 2
58281 73253 2
58281 208839 2
58281 38951 2
58281 91645 2
58281 3721 2
58281 296926 2
58281 25614 2
58281 80395 2
58281 393438 2
58281 114908 2
58281 45929 2
58281 226972 2
58281 69253 2
58281 454077 2
58281 237794 2
58281 182271 2
58281 452212 2
58281 442071 2
58281 84265 2
58281 108136 2
58281 289262 2
312693 13104 2
312693 98521 2
312693 70734 2
312693 85648 2
312693 185880 2
312693 442071 2
